iter	Passed	Remaining
745	102828	35011
746	102947	34867
747	103046	34716
748	103149	34566
749	103260	34420
750	103363	34270
751	103467	34122
752	103590	33979
753	103704	33834
754	103798	33682
755	103922	33540
756	104041	33397
757	104151	33251
758	104256	33103
759	104350	32952
760	104468	32809
761	104591	32667
762	104698	32520
763	104798	32372
764	104920	32230
765	105020	32081
766	105129	31936
767	105237	31790
768	105345	31644
769	105443	31496
770	105556	31351
771	105687	31213
772	105795	31068
773	105894	30920
774	105992	30772
775	106107	30628
776	106221	30485
777	106313	30336
778	106419	30191
779	106537	30049
780	106659	29908
781	106778	29766
782	106867	29617
783	106977	29473
784	107082	29328
785	107201	29187
786	107307	29042
787	107411	28897
788	107524	28755
789	107638	28612
790	107771	28475
791	107870	28329
792	107973	28184
793	108075	28039
794	108189	27897
795	108311	27758
796	108429	27617
797	108521	27470
798	108639	27329
799	108755	27188
800	108867	27046
801	108967	26902
802	109075	26759
803	109166	26612
804	109301	26476
805	109403	26332
806	109509	26189
807	109601	26043
808	109701	25899
809	109807	25757
810	109925	25617
811	110041	25477
812	110140	25333
813	110251	25192
814	110374	25054
815	110495	24915
816	110611	24775
817	110721	24634
818	110810	24489
819	110921	24348
820	111048	24211
821	111168	24072
822	111275	23931
823	111391	23792
824	111514	23654
825	111600	23508
826	111699	23366
827	111787	23221
828	111903	23082
829	112031	22946
830	112137	22805
831	112261	22668
832	112371	22528
833	112504	22393
834	112598	22249
835	112712	22110
836	112810	21969
837	112916	21828
838	113041	21692
839	113136	21549
840	113235	21408
841	113337	21267
842	113447	21128
843	113570	20991
844	113664	20849
845	113766	20709
846	113876	20570
847	113991	20432
848	114107	20294
849	114209	20154
850	114307	20013
851	114429	19877
852	114542	19739
853	114649	19600
854	114751	19460
855	114868	19323
856	114974	19184
857	115112	19051
858	115218	18912
859	115333	18775
860	115460	18639
861	115574	18502
862	115686	18364
863	115785	18225
864	115896	18087
865	116006	17950
866	116125	17814
867	116247	17678
868	116356	17540
869	116466	17403
870	116564	17263
871	116678	17127
872	116786	16989
873	116905	16853
874	117011	16715
875	117103	16576
876	117202	16437
877	117323	16302
878	117430	16165
879	117535	16027
880	117636	15889
881	117752	15753
882	117890	15620
883	117980	15481
884	118077	15343
885	118196	15208
886	118338	15075
887	118448	14939
888	118557	14802
889	118676	14667
890	118780	14530
891	118904	14396
892	119017	14260
893	119100	14121
894	119201	13984
895	119315	13849
896	119442	13715
897	119541	13578
898	119639	13441
899	119729	13303
900	119826	13166
901	119941	13031
902	120047	12895
903	120158	12760
904	120272	12625
905	120384	12490
906	120498	12355
907	120623	12221
908	120724	12085
909	120831	11950
910	120946	11815
911	121044	11679
912	121139	11543
913	121239	11407
914	121339	11271
915	121471	11139
916	121578	11004
917	121672	10868
918	121781	10733
919	121911	10600
920	122039	10468
921	122145	10333
922	122248	10198
923	122363	10064
924	122524	9934
925	122621	9799
926	122731	9664
927	122833	9530
928	122934	9395
929	123022	9259
930	123127	9125
931	123238	8991
932	123355	8858
933	123468	8724
934	123572	8590
935	123682	8456
936	123792	8323
937	123898	8189
938	124025	8057
939	124132	7923
940	124242	7789
941	124349	7656
942	124456	7522
943	124564	7389
944	124690	7257
945	124778	7122
946	124885	6989
947	124983	6855
948	125081	6721
949	125203	6589
950	125316	6456
951	125410	6323
952	125533	6191
953	125640	6058
954	125778	5926
955	125891	5794
956	125997	5661
957	126105	5528
958	126223	5396
959	126334	5263
960	126451	5131
961	126571	4999
962	126697	4867
963	126814	4735
964	126915	4603
965	127043	4471
966	127153	4339
967	127257	4206
968	127370	4074
969	127461	3942
970	127562	3809
971	127661	3677
972	127759	3545
973	127880	3413
974	127987	3281
975	128096	3149
976	128201	3018
977	128366	2887
978	128488	2756
979	128606	2624
980	128733	2493
981	128840	2361
982	128948	2230
983	129049	2098
984	129137	1966
985	129244	1835
986	129355	1703
987	129470	1572
988	129584	1441
989	129675	1309
990	129789	1178
991	129894	1047
992	130008	916
993	130106	785
994	130196	654
995	130290	523
996	130397	392
997	130504	261
998	130622	130
999	130718	0
